visitorid,itemid,recommendation_score
673387,298545,1.0
673393,358819,4.0
673393,337166,1.0
673393,301547,1.0
673393,118633,1.0
673393,39207,1.0
673393,69081,1.0
673393,143316,1.0
673393,256694,1.0
673393,97890,1.0
673393,55072,1.0
673498,358819,4.0
673498,337166,1.0
673498,301547,1.0
673498,118633,1.0
673498,39207,1.0
673498,69081,1.0
673498,143316,1.0
673498,256694,1.0
673498,97890,1.0
673498,55072,1.0
673661,358819,4.0
673661,337166,1.0
673661,301547,1.0
673661,118633,1.0
673661,39207,1.0
673661,69081,1.0
673661,143316,1.0
673661,256694,1.0
673661,97890,1.0
673661,55072,1.0
673770,358819,4.0
673770,39207,1.0
673770,143316,1.0
673770,256694,1.0
673770,97890,1.0
673770,55072,1.0
673770,311886,1.0
673770,380693,1.0
673770,202168,1.0
673770,296217,1.0
674185,358819,4.0
674185,337166,1.0
674185,301547,1.0
674185,118633,1.0
674185,39207,1.0
674185,69081,1.0
674185,143316,1.0
674185,256694,1.0
674185,97890,1.0
674185,55072,1.0
674391,358819,4.0
674391,337166,1.0
674391,301547,1.0
674391,118633,1.0
674391,39207,1.0
674391,69081,1.0
674391,143316,1.0
674391,256694,1.0
674391,97890,1.0
674391,55072,1.0
674447,358819,4.0
674447,337166,1.0
674447,301547,1.0
674447,118633,1.0
674447,39207,1.0
674447,69081,1.0
674447,143316,1.0
674447,256694,1.0
674447,97890,1.0
674447,55072,1.0
674642,358819,4.0
674642,39207,1.0
674642,143316,1.0
674642,256694,1.0
674642,97890,1.0
674642,55072,1.0
674642,311886,1.0
674642,380693,1.0
674642,202168,1.0
674642,296217,1.0
675067,358819,4.0
675067,337166,1.0
675067,301547,1.0
675067,118633,1.0
675067,39207,1.0
675067,69081,1.0
675067,143316,1.0
675067,256694,1.0
675067,97890,1.0
675067,55072,1.0
675088,358819,4.0
675088,118633,1.0
675088,39207,1.0
675088,143316,1.0
675088,256694,1.0
675088,97890,1.0
675088,55072,1.0
675088,311886,1.0
675088,380693,1.0
675088,202168,1.0
675379,358819,4.0
675379,337166,1.0
675379,301547,1.0
675379,118633,1.0
675379,39207,1.0
675379,69081,1.0
675379,143316,1.0
675379,256694,1.0
675379,97890,1.0
675379,55072,1.0
675467,358819,4.0
675467,337166,1.0
675467,301547,1.0
675467,118633,1.0
675467,39207,1.0
675467,69081,1.0
675467,143316,1.0
675467,256694,1.0
675467,97890,1.0
675467,55072,1.0
675555,358819,4.0
675555,337166,1.0
675555,301547,1.0
675555,118633,1.0
675555,39207,1.0
675555,69081,1.0
675555,143316,1.0
675555,256694,1.0
675555,97890,1.0
675555,55072,1.0
675728,358819,4.0
675728,337166,1.0
675728,301547,1.0
675728,118633,1.0
675728,39207,1.0
675728,69081,1.0
675728,143316,1.0
675728,256694,1.0
675728,97890,1.0
675728,55072,1.0
676122,358819,4.0
676122,337166,1.0
676122,301547,1.0
676122,118633,1.0
676122,39207,1.0
676122,69081,1.0
676122,143316,1.0
676122,256694,1.0
676122,97890,1.0
676122,55072,1.0
676513,358819,4.0
676513,337166,1.0
676513,301547,1.0
676513,118633,1.0
676513,39207,1.0
676513,69081,1.0
676513,143316,1.0
676513,256694,1.0
676513,97890,1.0
676513,55072,1.0
676706,358819,4.0
676706,337166,1.0
676706,301547,1.0
676706,118633,1.0
676706,39207,1.0
676706,69081,1.0
676706,143316,1.0
676706,256694,1.0
676706,97890,1.0
676706,55072,1.0
676974,358819,4.0
676974,337166,1.0
676974,301547,1.0
676974,118633,1.0
676974,39207,1.0
676974,69081,1.0
676974,143316,1.0
676974,256694,1.0
676974,97890,1.0
676974,55072,1.0
677264,358819,4.0
677264,337166,1.0
677264,301547,1.0
677264,118633,1.0
677264,39207,1.0
677264,69081,1.0
677264,143316,1.0
677264,256694,1.0
677264,97890,1.0
677264,55072,1.0
677844,62394,1.0
677844,87074,1.0
677844,188698,1.0
677844,191807,1.0
677844,445187,1.0
677844,311886,1.0
677844,380693,1.0
677844,202168,1.0
677844,296217,1.0
677844,298545,1.0
677871,358819,4.0
677871,337166,1.0
677871,301547,1.0
677871,118633,1.0
677871,39207,1.0
677871,69081,1.0
677871,143316,1.0
677871,256694,1.0
677871,97890,1.0
677871,55072,1.0
677958,358819,4.0
677958,289360,3.0
677958,119639,2.0
677958,193488,1.0
677958,89438,1.0
677958,39207,1.0
677958,367083,1.0
677958,143316,1.0
677958,256694,1.0
677958,97890,1.0
677963,358819,4.0
677963,337166,1.0
677963,301547,1.0
677963,118633,1.0
677963,39207,1.0
677963,69081,1.0
677963,143316,1.0
677963,256694,1.0
677963,97890,1.0
677963,55072,1.0
677970,358819,4.0
677970,337166,1.0
677970,301547,1.0
677970,118633,1.0
677970,39207,1.0
677970,69081,1.0
677970,143316,1.0
677970,256694,1.0
677970,97890,1.0
677970,55072,1.0
678588,358819,4.0
678588,337166,1.0
678588,301547,1.0
678588,118633,1.0
678588,39207,1.0
678588,69081,1.0
678588,143316,1.0
678588,256694,1.0
678588,97890,1.0
678588,55072,1.0
678646,358819,4.0
678646,337166,1.0
678646,301547,1.0
678646,118633,1.0
678646,39207,1.0
678646,69081,1.0
678646,143316,1.0
678646,256694,1.0
678646,97890,1.0
678646,55072,1.0
680250,358819,4.0
680250,118633,1.0
680250,39207,1.0
680250,143316,1.0
680250,256694,1.0
680250,97890,1.0
680250,55072,1.0
680250,311886,1.0
680250,380693,1.0
680250,202168,1.0
680478,358819,4.0
680478,237318,1.0
680478,39207,1.0
680478,143316,1.0
680478,256694,1.0
680478,97890,1.0
680478,55072,1.0
680478,311886,1.0
680478,380693,1.0
680478,202168,1.0
680767,358819,4.0
680767,337166,1.0
680767,301547,1.0
680767,118633,1.0
680767,39207,1.0
680767,69081,1.0
680767,143316,1.0
680767,256694,1.0
680767,97890,1.0
680767,55072,1.0
681136,358819,4.0
681136,337166,1.0
681136,301547,1.0
681136,118633,1.0
681136,39207,1.0
681136,69081,1.0
681136,143316,1.0
681136,256694,1.0
681136,97890,1.0
681136,55072,1.0
681165,358819,4.0
681165,39207,1.0
681165,143316,1.0
681165,256694,1.0
681165,97890,1.0
681165,55072,1.0
681165,311886,1.0
681165,380693,1.0
681165,202168,1.0
681165,296217,1.0
681387,358819,4.0
681387,337166,1.0
681387,301547,1.0
681387,118633,1.0
681387,39207,1.0
681387,69081,1.0
681387,143316,1.0
681387,256694,1.0
681387,97890,1.0
681387,55072,1.0
681686,358819,4.0
681686,337166,1.0
681686,301547,1.0
681686,118633,1.0
681686,39207,1.0
681686,69081,1.0
681686,143316,1.0
681686,256694,1.0
681686,97890,1.0
681686,55072,1.0
681975,358819,4.0
681975,243106,1.0
681975,39207,1.0
681975,143316,1.0
681975,256694,1.0
681975,97890,1.0
681975,55072,1.0
681975,311886,1.0
681975,380693,1.0
681975,202168,1.0
682630,358819,4.0
682630,337166,1.0
682630,301547,1.0
682630,118633,1.0
682630,39207,1.0
682630,69081,1.0
682630,143316,1.0
682630,256694,1.0
682630,97890,1.0
682630,55072,1.0
682645,358819,4.0
682645,337166,1.0
682645,301547,1.0
682645,118633,1.0
682645,39207,1.0
682645,69081,1.0
682645,143316,1.0
682645,256694,1.0
682645,97890,1.0
682645,55072,1.0
682805,358819,4.0
682805,337166,1.0
682805,301547,1.0
682805,118633,1.0
682805,39207,1.0
682805,69081,1.0
682805,143316,1.0
682805,256694,1.0
682805,97890,1.0
682805,55072,1.0
682921,358819,4.0
682921,337166,1.0
682921,301547,1.0
682921,118633,1.0
682921,39207,1.0
682921,69081,1.0
682921,143316,1.0
682921,256694,1.0
682921,97890,1.0
682921,55072,1.0
682978,358819,4.0
682978,337166,1.0
682978,301547,1.0
682978,118633,1.0
682978,39207,1.0
682978,69081,1.0
682978,143316,1.0
682978,256694,1.0
682978,97890,1.0
682978,55072,1.0
682979,358819,4.0
682979,118633,1.0
682979,39207,1.0
682979,143316,1.0
682979,256694,1.0
682979,97890,1.0
682979,55072,1.0
682979,311886,1.0
682979,380693,1.0
682979,202168,1.0
683031,358819,4.0
683031,337166,1.0
683031,301547,1.0
683031,118633,1.0
683031,39207,1.0
683031,69081,1.0
683031,143316,1.0
683031,256694,1.0
683031,97890,1.0
683031,55072,1.0
683072,358819,4.0
683072,337166,1.0
683072,301547,1.0
683072,118633,1.0
683072,39207,1.0
683072,69081,1.0
683072,143316,1.0
683072,256694,1.0
683072,97890,1.0
683072,55072,1.0
683255,119736,91.0
683255,409804,35.0
683255,213834,34.0
683255,439963,32.0
683255,355994,30.0
683255,235559,27.0
683255,338395,25.0
683255,65021,25.0
683255,282385,22.0
683255,445351,21.0
683312,358819,4.0
683312,337166,1.0
683312,301547,1.0
683312,118633,1.0
683312,39207,1.0
683312,69081,1.0
683312,143316,1.0
683312,256694,1.0
683312,97890,1.0
683312,55072,1.0
683618,358819,4.0
683618,337166,1.0
683618,301547,1.0
683618,118633,1.0
683618,39207,1.0
683618,69081,1.0
683618,143316,1.0
683618,256694,1.0
683618,97890,1.0
683618,55072,1.0
683891,358819,4.0
683891,337166,1.0
683891,301547,1.0
683891,118633,1.0
683891,39207,1.0
683891,69081,1.0
683891,143316,1.0
683891,256694,1.0
683891,97890,1.0
683891,55072,1.0
684152,358819,4.0
684152,39207,1.0
684152,337600,1.0
684152,143316,1.0
684152,256694,1.0
684152,97890,1.0
684152,55072,1.0
684152,311886,1.0
684152,380693,1.0
684152,202168,1.0
684373,358819,4.0
684373,337166,1.0
684373,301547,1.0
684373,118633,1.0
684373,39207,1.0
684373,69081,1.0
684373,143316,1.0
684373,256694,1.0
684373,97890,1.0
684373,55072,1.0
684546,358819,4.0
684546,337166,1.0
684546,301547,1.0
684546,118633,1.0
684546,39207,1.0
684546,69081,1.0
684546,143316,1.0
684546,256694,1.0
684546,97890,1.0
684546,55072,1.0
685098,119736,91.0
685098,409804,35.0
685098,213834,34.0
685098,439963,32.0
685098,355994,30.0
685098,235559,27.0
685098,65021,25.0
685098,338395,25.0
685098,282385,22.0
685098,182407,21.0
685224,358819,4.0
685224,337166,1.0
685224,301547,1.0
685224,118633,1.0
685224,39207,1.0
685224,69081,1.0
685224,143316,1.0
685224,256694,1.0
685224,97890,1.0
685224,55072,1.0
685381,358819,4.0
685381,337166,1.0
685381,301547,1.0
685381,118633,1.0
685381,39207,1.0
685381,69081,1.0
685381,143316,1.0
685381,256694,1.0
685381,97890,1.0
685381,55072,1.0
685470,358819,4.0
685470,337166,1.0
685470,301547,1.0
685470,118633,1.0
685470,39207,1.0
685470,69081,1.0
685470,143316,1.0
685470,256694,1.0
685470,97890,1.0
685470,55072,1.0
685517,358819,4.0
685517,337166,1.0
685517,301547,1.0
685517,118633,1.0
685517,39207,1.0
685517,69081,1.0
685517,143316,1.0
685517,256694,1.0
685517,97890,1.0
685517,55072,1.0
685527,358819,4.0
685527,337166,1.0
685527,301547,1.0
685527,118633,1.0
685527,39207,1.0
685527,69081,1.0
685527,143316,1.0
685527,256694,1.0
685527,97890,1.0
685527,55072,1.0
685606,358819,4.0
685606,118633,1.0
685606,39207,1.0
685606,143316,1.0
685606,256694,1.0
685606,97890,1.0
685606,55072,1.0
685606,311886,1.0
685606,380693,1.0
685606,202168,1.0
686241,358819,4.0
686241,337166,1.0
686241,301547,1.0
686241,118633,1.0
686241,39207,1.0
686241,69081,1.0
686241,143316,1.0
686241,256694,1.0
686241,97890,1.0
686241,55072,1.0
686542,358819,4.0
686542,337166,1.0
686542,301547,1.0
686542,118633,1.0
686542,39207,1.0
686542,69081,1.0
686542,143316,1.0
686542,256694,1.0
686542,97890,1.0
686542,55072,1.0
686599,358819,4.0
686599,39207,1.0
686599,143316,1.0
686599,256694,1.0
686599,97890,1.0
686599,55072,1.0
686599,311886,1.0
686599,380693,1.0
686599,202168,1.0
686599,296217,1.0
687419,358819,4.0
687419,337166,1.0
687419,301547,1.0
687419,118633,1.0
687419,39207,1.0
687419,69081,1.0
687419,143316,1.0
687419,256694,1.0
687419,97890,1.0
687419,55072,1.0
687448,358819,4.0
687448,337166,1.0
687448,301547,1.0
687448,118633,1.0
687448,39207,1.0
687448,69081,1.0
687448,143316,1.0
687448,256694,1.0
687448,97890,1.0
687448,55072,1.0
687745,358819,4.0
687745,337166,1.0
687745,301547,1.0
687745,118633,1.0
687745,39207,1.0
687745,69081,1.0
687745,143316,1.0
687745,256694,1.0
687745,97890,1.0
687745,55072,1.0
688100,358819,4.0
688100,337166,1.0
688100,301547,1.0
688100,118633,1.0
688100,39207,1.0
688100,69081,1.0
688100,143316,1.0
688100,256694,1.0
688100,97890,1.0
688100,55072,1.0
689242,358819,4.0
689242,337166,1.0
689242,301547,1.0
689242,118633,1.0
689242,39207,1.0
689242,69081,1.0
689242,143316,1.0
689242,256694,1.0
689242,97890,1.0
689242,55072,1.0
689485,358819,4.0
689485,337166,1.0
689485,301547,1.0
689485,118633,1.0
689485,39207,1.0
689485,69081,1.0
689485,143316,1.0
689485,256694,1.0
689485,97890,1.0
689485,55072,1.0
689747,358819,4.0
689747,337166,1.0
689747,301547,1.0
689747,118633,1.0
689747,39207,1.0
689747,69081,1.0
689747,143316,1.0
689747,256694,1.0
689747,97890,1.0
689747,55072,1.0
690038,358819,4.0
690038,337166,1.0
690038,301547,1.0
690038,118633,1.0
690038,39207,1.0
690038,69081,1.0
690038,143316,1.0
690038,256694,1.0
690038,97890,1.0
690038,55072,1.0
690410,358819,4.0
690410,337166,1.0
690410,301547,1.0
690410,118633,1.0
690410,39207,1.0
690410,69081,1.0
690410,143316,1.0
690410,256694,1.0
690410,97890,1.0
690410,55072,1.0
690994,358819,4.0
690994,337166,1.0
690994,301547,1.0
690994,118633,1.0
690994,39207,1.0
690994,69081,1.0
690994,143316,1.0
690994,256694,1.0
690994,97890,1.0
690994,55072,1.0
691437,358819,4.0
691437,337166,1.0
691437,301547,1.0
691437,118633,1.0
691437,39207,1.0
691437,69081,1.0
691437,143316,1.0
691437,256694,1.0
691437,97890,1.0
691437,55072,1.0
691595,358819,4.0
691595,337166,1.0
691595,301547,1.0
691595,118633,1.0
691595,39207,1.0
691595,69081,1.0
691595,143316,1.0
691595,256694,1.0
691595,97890,1.0
691595,55072,1.0
691819,119736,91.0
691819,409804,35.0
691819,213834,34.0
691819,439963,32.0
691819,355994,30.0
691819,235559,27.0
691819,338395,25.0
691819,65021,25.0
691819,282385,22.0
691819,182407,21.0
691906,119736,91.0
691906,409804,35.0
691906,213834,34.0
691906,439963,32.0
691906,355994,30.0
691906,235559,27.0
691906,338395,25.0
691906,65021,25.0
691906,282385,22.0
691906,442725,21.0
691920,119736,91.0
691920,409804,35.0
691920,213834,34.0
691920,439963,32.0
691920,355994,30.0
691920,235559,27.0
691920,338395,25.0
691920,65021,25.0
691920,282385,22.0
691920,442725,21.0
692516,358819,4.0
692516,337166,1.0
692516,301547,1.0
692516,118633,1.0
692516,39207,1.0
692516,69081,1.0
692516,143316,1.0
692516,256694,1.0
692516,97890,1.0
692516,55072,1.0
692608,358819,4.0
692608,337166,1.0
692608,301547,1.0
692608,118633,1.0
692608,39207,1.0
692608,69081,1.0
692608,143316,1.0
692608,256694,1.0
692608,97890,1.0
692608,55072,1.0
692907,358819,4.0
692907,337166,1.0
692907,301547,1.0
692907,118633,1.0
692907,39207,1.0
692907,69081,1.0
692907,143316,1.0
692907,256694,1.0
692907,97890,1.0
692907,55072,1.0
693062,358819,4.0
693062,337166,1.0
693062,301547,1.0
693062,118633,1.0
693062,39207,1.0
693062,69081,1.0
693062,143316,1.0
693062,256694,1.0
693062,97890,1.0
693062,55072,1.0
693795,358819,4.0
693795,337166,1.0
693795,301547,1.0
693795,118633,1.0
693795,39207,1.0
693795,69081,1.0
693795,143316,1.0
693795,256694,1.0
693795,97890,1.0
693795,55072,1.0
693853,358819,4.0
693853,337166,1.0
693853,301547,1.0
693853,118633,1.0
693853,39207,1.0
693853,69081,1.0
693853,143316,1.0
693853,256694,1.0
693853,97890,1.0
693853,55072,1.0
694122,358819,4.0
694122,318753,1.0
694122,39207,1.0
694122,415141,1.0
694122,143316,1.0
694122,256694,1.0
694122,97890,1.0
694122,55072,1.0
694122,311886,1.0
694122,380693,1.0
694452,358819,4.0
694452,118633,1.0
694452,39207,1.0
694452,143316,1.0
694452,256694,1.0
694452,97890,1.0
694452,55072,1.0
694452,311886,1.0
694452,380693,1.0
694452,202168,1.0
694484,275937,1.0
694484,213051,1.0
694484,354233,1.0
694484,97890,1.0
694484,55072,1.0
694484,311886,1.0
694484,380693,1.0
694484,202168,1.0
694484,296217,1.0
694484,298545,1.0
694614,358819,4.0
694614,39207,1.0
694614,143316,1.0
694614,256694,1.0
694614,97890,1.0
694614,55072,1.0
694614,311886,1.0
694614,380693,1.0
694614,202168,1.0
694614,296217,1.0
695217,358819,4.0
695217,337166,1.0
695217,301547,1.0
695217,118633,1.0
695217,39207,1.0
695217,69081,1.0
695217,143316,1.0
695217,256694,1.0
695217,97890,1.0
695217,55072,1.0
695351,358819,4.0
695351,337166,1.0
695351,301547,1.0
695351,118633,1.0
695351,39207,1.0
695351,69081,1.0
695351,143316,1.0
695351,256694,1.0
695351,97890,1.0
695351,55072,1.0
695657,119736,91.0
695657,409804,35.0
695657,213834,34.0
695657,439963,32.0
695657,355994,30.0
695657,235559,27.0
695657,65021,25.0
695657,338395,25.0
695657,282385,22.0
695657,182407,21.0
696380,358819,4.0
696380,337166,1.0
696380,301547,1.0
696380,118633,1.0
696380,39207,1.0
696380,69081,1.0
696380,143316,1.0
696380,256694,1.0
696380,97890,1.0
696380,55072,1.0
696392,358819,4.0
696392,337166,1.0
696392,301547,1.0
696392,118633,1.0
696392,39207,1.0
696392,69081,1.0
696392,143316,1.0
696392,256694,1.0
696392,97890,1.0
696392,55072,1.0
696444,358819,4.0
696444,337166,1.0
696444,301547,1.0
696444,118633,1.0
696444,39207,1.0
696444,69081,1.0
696444,143316,1.0
696444,256694,1.0
696444,97890,1.0
696444,55072,1.0
696578,358819,4.0
696578,337166,1.0
696578,301547,1.0
696578,118633,1.0
696578,39207,1.0
696578,69081,1.0
696578,143316,1.0
696578,256694,1.0
696578,97890,1.0
696578,55072,1.0
697275,358819,4.0
697275,337166,1.0
697275,301547,1.0
697275,118633,1.0
697275,39207,1.0
697275,69081,1.0
697275,143316,1.0
697275,256694,1.0
697275,97890,1.0
697275,55072,1.0
697547,358819,4.0
697547,337166,1.0
697547,301547,1.0
697547,118633,1.0
697547,39207,1.0
697547,69081,1.0
697547,143316,1.0
697547,256694,1.0
697547,97890,1.0
697547,55072,1.0
697647,358819,4.0
697647,337166,1.0
697647,301547,1.0
697647,118633,1.0
697647,39207,1.0
697647,69081,1.0
697647,143316,1.0
697647,256694,1.0
697647,97890,1.0
697647,55072,1.0
697659,358819,4.0
697659,337166,1.0
697659,301547,1.0
697659,118633,1.0
697659,39207,1.0
697659,69081,1.0
697659,143316,1.0
697659,256694,1.0
697659,97890,1.0
697659,55072,1.0
697728,358819,4.0
697728,337166,1.0
697728,301547,1.0
697728,118633,1.0
697728,39207,1.0
697728,69081,1.0
697728,143316,1.0
697728,256694,1.0
697728,97890,1.0
697728,55072,1.0
697878,358819,4.0
697878,39207,1.0
697878,143316,1.0
697878,256694,1.0
697878,97890,1.0
697878,55072,1.0
697878,311886,1.0
697878,380693,1.0
697878,202168,1.0
697878,296217,1.0
697889,358819,4.0
697889,337166,1.0
697889,301547,1.0
697889,118633,1.0
697889,39207,1.0
697889,69081,1.0
697889,143316,1.0
697889,256694,1.0
697889,97890,1.0
697889,55072,1.0
698191,358819,4.0
698191,337166,1.0
698191,301547,1.0
698191,118633,1.0
698191,39207,1.0
698191,69081,1.0
698191,143316,1.0
698191,256694,1.0
698191,97890,1.0
698191,55072,1.0
698551,358819,4.0
698551,337166,1.0
698551,301547,1.0
698551,118633,1.0
698551,39207,1.0
698551,69081,1.0
698551,143316,1.0
698551,256694,1.0
698551,97890,1.0
698551,55072,1.0
699187,358819,4.0
699187,337166,1.0
699187,301547,1.0
699187,118633,1.0
699187,39207,1.0
699187,69081,1.0
699187,143316,1.0
699187,256694,1.0
699187,97890,1.0
699187,55072,1.0
699214,358819,4.0
699214,337166,1.0
699214,301547,1.0
699214,118633,1.0
699214,39207,1.0
699214,69081,1.0
699214,143316,1.0
699214,256694,1.0
699214,97890,1.0
699214,55072,1.0
699225,358819,4.0
699225,337166,1.0
699225,301547,1.0
699225,118633,1.0
699225,39207,1.0
699225,69081,1.0
699225,143316,1.0
699225,256694,1.0
699225,97890,1.0
699225,55072,1.0
699700,358819,4.0
699700,337166,1.0
699700,301547,1.0
699700,118633,1.0
699700,39207,1.0
699700,69081,1.0
699700,143316,1.0
699700,256694,1.0
699700,97890,1.0
699700,55072,1.0
700056,358819,4.0
700056,337166,1.0
700056,301547,1.0
700056,118633,1.0
700056,39207,1.0
700056,69081,1.0
700056,143316,1.0
700056,256694,1.0
700056,97890,1.0
700056,55072,1.0
700127,358819,4.0
700127,337166,1.0
700127,301547,1.0
700127,118633,1.0
700127,39207,1.0
700127,69081,1.0
700127,143316,1.0
700127,256694,1.0
700127,97890,1.0
700127,55072,1.0
700437,358819,4.0
700437,337166,1.0
700437,301547,1.0
700437,118633,1.0
700437,39207,1.0
700437,69081,1.0
700437,143316,1.0
700437,256694,1.0
700437,97890,1.0
700437,55072,1.0
700654,340093,1.0
700654,385475,1.0
700654,55072,1.0
700654,311886,1.0
700654,380693,1.0
700654,202168,1.0
700654,296217,1.0
700654,298545,1.0
700654,69081,1.0
700724,358819,4.0
700724,39572,1.0
700724,118633,1.0
700724,68730,1.0
700724,39207,1.0
700724,143316,1.0
700724,256694,1.0
700724,97890,1.0
700724,55072,1.0
700724,311886,1.0
701926,358819,4.0
701926,337166,1.0
701926,301547,1.0
701926,118633,1.0
701926,39207,1.0
701926,69081,1.0
701926,143316,1.0
701926,256694,1.0
701926,97890,1.0
701926,55072,1.0
701985,358819,4.0
701985,118633,1.0
701985,39207,1.0
701985,143316,1.0
701985,256694,1.0
701985,97890,1.0
701985,55072,1.0
701985,311886,1.0
701985,380693,1.0
701985,202168,1.0
702309,358819,4.0
702309,337166,1.0
702309,301547,1.0
702309,118633,1.0
702309,39207,1.0
702309,69081,1.0
702309,143316,1.0
702309,256694,1.0
702309,97890,1.0
702309,55072,1.0
702399,358819,4.0
702399,337166,1.0
702399,301547,1.0
702399,118633,1.0
702399,39207,1.0
702399,69081,1.0
702399,143316,1.0
702399,256694,1.0
702399,97890,1.0
702399,55072,1.0
704082,358819,4.0
704082,337166,1.0
704082,301547,1.0
704082,118633,1.0
704082,39207,1.0
704082,69081,1.0
704082,143316,1.0
704082,256694,1.0
704082,97890,1.0
704082,55072,1.0
704139,358819,4.0
704139,337166,1.0
704139,301547,1.0
704139,118633,1.0
704139,39207,1.0
704139,69081,1.0
704139,143316,1.0
704139,256694,1.0
704139,97890,1.0
704139,55072,1.0
704186,358819,4.0
704186,337166,1.0
704186,301547,1.0
704186,118633,1.0
704186,39207,1.0
704186,69081,1.0
704186,143316,1.0
704186,256694,1.0
704186,97890,1.0
704186,55072,1.0
704434,358819,4.0
704434,337166,1.0
704434,301547,1.0
704434,118633,1.0
704434,39207,1.0
704434,69081,1.0
704434,143316,1.0
704434,256694,1.0
704434,97890,1.0
704434,55072,1.0
704485,358819,4.0
704485,337166,1.0
704485,301547,1.0
704485,118633,1.0
704485,39207,1.0
704485,69081,1.0
704485,143316,1.0
704485,256694,1.0
704485,97890,1.0
704485,55072,1.0
705189,358819,4.0
705189,337166,1.0
705189,301547,1.0
705189,118633,1.0
705189,39207,1.0
705189,69081,1.0
705189,143316,1.0
705189,256694,1.0
705189,97890,1.0
705189,55072,1.0
705658,358819,4.0
705658,337166,1.0
705658,301547,1.0
705658,118633,1.0
705658,39207,1.0
705658,69081,1.0
705658,143316,1.0
705658,256694,1.0
705658,97890,1.0
705658,55072,1.0
705718,358819,4.0
705718,337166,1.0
705718,301547,1.0
705718,118633,1.0
705718,39207,1.0
705718,69081,1.0
705718,143316,1.0
705718,256694,1.0
705718,97890,1.0
705718,55072,1.0
705811,358819,4.0
705811,337166,1.0
705811,301547,1.0
705811,118633,1.0
705811,39207,1.0
705811,69081,1.0
705811,143316,1.0
705811,256694,1.0
705811,97890,1.0
705811,55072,1.0
705969,358819,4.0
705969,337166,1.0
705969,301547,1.0
705969,118633,1.0
705969,39207,1.0
705969,69081,1.0
705969,143316,1.0
705969,256694,1.0
705969,97890,1.0
705969,55072,1.0
706331,358819,4.0
706331,337166,1.0
706331,301547,1.0
706331,118633,1.0
706331,39207,1.0
706331,69081,1.0
706331,143316,1.0
706331,256694,1.0
706331,97890,1.0
706331,55072,1.0
706413,119736,91.0
706413,409804,35.0
706413,213834,34.0
706413,439963,32.0
706413,355994,30.0
706413,235559,27.0
706413,338395,25.0
706413,65021,25.0
706413,282385,22.0
706413,182407,21.0
707091,358819,4.0
707091,337166,1.0
707091,301547,1.0
707091,118633,1.0
707091,39207,1.0
707091,69081,1.0
707091,143316,1.0
707091,256694,1.0
707091,97890,1.0
707091,55072,1.0
707299,358819,4.0
707299,337166,1.0
707299,301547,1.0
707299,118633,1.0
707299,39207,1.0
707299,69081,1.0
707299,143316,1.0
707299,256694,1.0
707299,97890,1.0
707299,55072,1.0
707448,358819,4.0
707448,337166,1.0
707448,301547,1.0
707448,118633,1.0
707448,39207,1.0
707448,69081,1.0
707448,143316,1.0
707448,256694,1.0
707448,97890,1.0
707448,55072,1.0
707560,358819,4.0
707560,39207,1.0
707560,143316,1.0
707560,256694,1.0
707560,97890,1.0
707560,55072,1.0
707560,311886,1.0
707560,380693,1.0
707560,202168,1.0
707560,296217,1.0
707781,119736,91.0
707781,409804,35.0
707781,213834,34.0
707781,439963,32.0
707781,355994,30.0
707781,235559,27.0
707781,338395,25.0
707781,65021,25.0
707781,282385,22.0
707781,442725,21.0
707963,358819,4.0
707963,337166,1.0
707963,301547,1.0
707963,118633,1.0
707963,39207,1.0
707963,69081,1.0
707963,143316,1.0
707963,256694,1.0
707963,97890,1.0
707963,55072,1.0
708082,358819,4.0
708082,337166,1.0
708082,301547,1.0
708082,118633,1.0
708082,39207,1.0
708082,69081,1.0
708082,143316,1.0
708082,256694,1.0
708082,97890,1.0
708082,55072,1.0
708089,119736,91.0
708089,409804,35.0
708089,213834,34.0
708089,439963,32.0
708089,355994,31.0
708089,235559,27.0
708089,338395,25.0
708089,65021,25.0
708089,282385,22.0
708089,442725,21.0
708279,358819,4.0
708279,337166,1.0
708279,301547,1.0
708279,118633,1.0
708279,39207,1.0
708279,69081,1.0
708279,143316,1.0
708279,256694,1.0
708279,97890,1.0
708279,55072,1.0
708697,119736,91.0
708697,409804,35.0
708697,213834,34.0
708697,439963,32.0
708697,355994,30.0
708697,235559,27.0
708697,338395,25.0
708697,65021,25.0
708697,282385,22.0
708697,182407,21.0
709522,358819,4.0
709522,337166,1.0
709522,301547,1.0
709522,118633,1.0
709522,39207,1.0
709522,69081,1.0
709522,143316,1.0
709522,256694,1.0
709522,97890,1.0
709522,55072,1.0
709998,358819,4.0
709998,238445,2.0
709998,380440,2.0
709998,293416,2.0
709998,194562,1.0
709998,126009,1.0
709998,333272,1.0
709998,73732,1.0
709998,416883,1.0
709998,417559,1.0
710130,119736,91.0
710130,409804,35.0
710130,213834,34.0
710130,439963,32.0
710130,355994,30.0
710130,235559,27.0
710130,65021,25.0
710130,338395,25.0
710130,282385,22.0
710130,445351,21.0
710175,358819,4.0
710175,337166,1.0
710175,301547,1.0
710175,118633,1.0
710175,39207,1.0
710175,69081,1.0
710175,143316,1.0
710175,256694,1.0
710175,97890,1.0
710175,55072,1.0
710306,119736,91.0
710306,409804,35.0
710306,213834,34.0
710306,439963,32.0
710306,355994,30.0
710306,235559,27.0
710306,338395,25.0
710306,65021,25.0
