visitorid,itemid,recommendation_score,feedback,feedback_score,updated_score,updated_rank,recommendation_score_user,updated_score_user,feedback_score_user,personalization_score,personalized_rank
863769,118633,1.0,Like,1,1.0,4,1.3,1.0,1.0,1.0,4
863769,39207,1.0,Like,1,1.0,5,1.3,1.0,1.0,1.0,5
863769,69081,1.0,Like,1,1.0,6,1.3,1.0,1.0,1.0,6
863769,143316,1.0,Like,1,1.0,7,1.3,1.0,1.0,1.0,7
863769,256694,1.0,Like,1,1.0,8,1.3,1.0,1.0,1.0,8
863769,97890,1.0,Like,1,1.0,9,1.3,1.0,1.0,1.0,9
863769,55072,1.0,Like,1,1.0,10,1.3,1.0,1.0,1.0,10
863976,358819,4.0,Like,1,1.0,1,1.3,1.0,0.9,0.975,1
863976,39207,1.0,Like,1,1.0,2,1.3,1.0,0.9,0.975,2
863976,143316,1.0,Like,1,1.0,3,1.3,1.0,0.9,0.975,3
863976,256694,1.0,Like,1,1.0,4,1.3,1.0,0.9,0.975,4
863976,97890,1.0,Like,1,1.0,5,1.3,1.0,0.9,0.975,5
863976,55072,1.0,Like,1,1.0,6,1.3,1.0,0.9,0.975,6
863976,311886,1.0,Neutral,0,1.0,7,1.3,1.0,0.9,0.975,7
863976,380693,1.0,Like,1,1.0,8,1.3,1.0,0.9,0.975,8
863976,202168,1.0,Like,1,1.0,9,1.3,1.0,0.9,0.975,9
863976,296217,1.0,Like,1,1.0,10,1.3,1.0,0.9,0.975,10
864049,358819,4.0,Like,1,1.0,1,1.3,1.0,0.8,0.9500000000000001,1
864049,337166,1.0,Like,1,1.0,2,1.3,1.0,0.8,0.9500000000000001,2
864049,301547,1.0,Like,1,1.0,3,1.3,1.0,0.8,0.9500000000000001,3
864049,118633,1.0,Like,1,1.0,4,1.3,1.0,0.8,0.9500000000000001,4
864049,39207,1.0,Like,1,1.0,5,1.3,1.0,0.8,0.9500000000000001,5
864049,69081,1.0,Like,1,1.0,6,1.3,1.0,0.8,0.9500000000000001,6
864049,143316,1.0,Neutral,0,1.0,7,1.3,1.0,0.8,0.9500000000000001,7
864049,256694,1.0,Neutral,0,1.0,8,1.3,1.0,0.8,0.9500000000000001,8
864049,97890,1.0,Like,1,1.0,9,1.3,1.0,0.8,0.9500000000000001,9
864049,55072,1.0,Like,1,1.0,10,1.3,1.0,0.8,0.9500000000000001,10
864357,358819,4.0,Like,1,1.0,1,1.3,1.0,0.8,0.9500000000000001,1
864357,39207,1.0,Like,1,1.0,2,1.3,1.0,0.8,0.9500000000000001,2
864357,46390,1.0,Like,1,1.0,3,1.3,1.0,0.8,0.9500000000000001,3
864357,143316,1.0,Neutral,0,1.0,4,1.3,1.0,0.8,0.9500000000000001,4
864357,256694,1.0,Like,1,1.0,5,1.3,1.0,0.8,0.9500000000000001,5
864357,97890,1.0,Neutral,0,1.0,6,1.3,1.0,0.8,0.9500000000000001,6
864357,55072,1.0,Like,1,1.0,7,1.3,1.0,0.8,0.9500000000000001,7
864357,311886,1.0,Like,1,1.0,8,1.3,1.0,0.8,0.9500000000000001,8
864357,380693,1.0,Like,1,1.0,9,1.3,1.0,0.8,0.9500000000000001,9
864357,202168,1.0,Like,1,1.0,10,1.3,1.0,0.8,0.9500000000000001,10
864659,358819,4.0,Like,1,1.0,1,1.3,1.0,0.7,0.9249999999999999,1
864659,337166,1.0,Like,1,1.0,2,1.3,1.0,0.7,0.9249999999999999,2
864659,301547,1.0,Like,1,1.0,3,1.3,1.0,0.7,0.9249999999999999,3
864659,118633,1.0,Neutral,0,1.0,4,1.3,1.0,0.7,0.9249999999999999,4
864659,39207,1.0,Neutral,0,1.0,5,1.3,1.0,0.7,0.9249999999999999,5
864659,69081,1.0,Like,1,1.0,6,1.3,1.0,0.7,0.9249999999999999,6
864659,143316,1.0,Like,1,1.0,7,1.3,1.0,0.7,0.9249999999999999,7
864659,256694,1.0,Like,1,1.0,8,1.3,1.0,0.7,0.9249999999999999,8
864659,97890,1.0,Neutral,0,1.0,9,1.3,1.0,0.7,0.9249999999999999,9
864659,55072,1.0,Like,1,1.0,10,1.3,1.0,0.7,0.9249999999999999,10
864996,205777,7.0,Like,1,1.0,1,4.3,1.0,0.9,0.975,1
864996,329986,6.0,Like,1,1.0,2,4.3,1.0,0.9,0.975,2
864996,455079,6.0,Like,1,1.0,3,4.3,1.0,0.9,0.975,3
864996,195473,5.0,Like,1,1.0,4,4.3,1.0,0.9,0.975,4
864996,358482,5.0,Like,1,1.0,5,4.3,1.0,0.9,0.975,5
864996,358819,4.0,Like,1,1.0,6,4.3,1.0,0.9,0.975,6
864996,76426,3.0,Like,1,1.0,7,4.3,1.0,0.9,0.975,7
864996,139332,3.0,Neutral,0,1.0,8,4.3,1.0,0.9,0.975,8
864996,146100,2.0,Like,1,1.0,9,4.3,1.0,0.9,0.975,9
864996,80292,2.0,Like,1,1.0,10,4.3,1.0,0.9,0.975,10
865365,358819,4.0,Like,1,1.0,1,1.3,1.0,0.9,0.975,1
865365,337166,1.0,Like,1,1.0,2,1.3,1.0,0.9,0.975,2
865365,301547,1.0,Like,1,1.0,3,1.3,1.0,0.9,0.975,3
865365,118633,1.0,Like,1,1.0,4,1.3,1.0,0.9,0.975,4
865365,39207,1.0,Neutral,0,1.0,5,1.3,1.0,0.9,0.975,5
865365,69081,1.0,Like,1,1.0,6,1.3,1.0,0.9,0.975,6
865365,143316,1.0,Like,1,1.0,7,1.3,1.0,0.9,0.975,7
865365,256694,1.0,Like,1,1.0,8,1.3,1.0,0.9,0.975,8
865365,97890,1.0,Like,1,1.0,9,1.3,1.0,0.9,0.975,9
865365,55072,1.0,Like,1,1.0,10,1.3,1.0,0.9,0.975,10
865611,358819,4.0,Neutral,0,1.0,1,1.3,1.0,0.7,0.9249999999999999,1
865611,337166,1.0,Like,1,1.0,2,1.3,1.0,0.7,0.9249999999999999,2
865611,301547,1.0,Like,1,1.0,3,1.3,1.0,0.7,0.9249999999999999,3
865611,118633,1.0,Like,1,1.0,4,1.3,1.0,0.7,0.9249999999999999,4
865611,39207,1.0,Like,1,1.0,5,1.3,1.0,0.7,0.9249999999999999,5
865611,69081,1.0,Like,1,1.0,6,1.3,1.0,0.7,0.9249999999999999,6
865611,143316,1.0,Like,1,1.0,7,1.3,1.0,0.7,0.9249999999999999,7
865611,256694,1.0,Like,1,1.0,8,1.3,1.0,0.7,0.9249999999999999,8
865611,97890,1.0,Neutral,0,1.0,9,1.3,1.0,0.7,0.9249999999999999,9
865611,55072,1.0,Neutral,0,1.0,10,1.3,1.0,0.7,0.9249999999999999,10
865977,358819,4.0,Like,1,1.0,1,1.3,1.0,0.9,0.975,1
865977,337166,1.0,Like,1,1.0,2,1.3,1.0,0.9,0.975,2
865977,301547,1.0,Like,1,1.0,3,1.3,1.0,0.9,0.975,3
865977,118633,1.0,Like,1,1.0,4,1.3,1.0,0.9,0.975,4
865977,39207,1.0,Like,1,1.0,5,1.3,1.0,0.9,0.975,5
865977,69081,1.0,Like,1,1.0,6,1.3,1.0,0.9,0.975,6
865977,143316,1.0,Like,1,1.0,7,1.3,1.0,0.9,0.975,7
865977,256694,1.0,Like,1,1.0,8,1.3,1.0,0.9,0.975,8
865977,97890,1.0,Like,1,1.0,9,1.3,1.0,0.9,0.975,9
865977,55072,1.0,Neutral,0,1.0,10,1.3,1.0,0.9,0.975,10
865996,358819,4.0,Like,1,1.0,1,1.3,1.0,0.9,0.975,1
865996,337166,1.0,Like,1,1.0,2,1.3,1.0,0.9,0.975,2
865996,301547,1.0,Like,1,1.0,3,1.3,1.0,0.9,0.975,3
865996,118633,1.0,Like,1,1.0,4,1.3,1.0,0.9,0.975,4
865996,39207,1.0,Like,1,1.0,5,1.3,1.0,0.9,0.975,5
865996,69081,1.0,Like,1,1.0,6,1.3,1.0,0.9,0.975,6
865996,143316,1.0,Like,1,1.0,7,1.3,1.0,0.9,0.975,7
865996,256694,1.0,Neutral,0,1.0,8,1.3,1.0,0.9,0.975,8
865996,97890,1.0,Like,1,1.0,9,1.3,1.0,0.9,0.975,9
865996,55072,1.0,Like,1,1.0,10,1.3,1.0,0.9,0.975,10
866378,358819,4.0,Like,1,1.0,1,1.3,1.0,0.9,0.975,1
866378,337166,1.0,Like,1,1.0,2,1.3,1.0,0.9,0.975,2
866378,301547,1.0,Neutral,0,1.0,3,1.3,1.0,0.9,0.975,3
866378,118633,1.0,Like,1,1.0,4,1.3,1.0,0.9,0.975,4
866378,39207,1.0,Like,1,1.0,5,1.3,1.0,0.9,0.975,5
866378,69081,1.0,Like,1,1.0,6,1.3,1.0,0.9,0.975,6
866378,143316,1.0,Like,1,1.0,7,1.3,1.0,0.9,0.975,7
866378,256694,1.0,Like,1,1.0,8,1.3,1.0,0.9,0.975,8
866378,97890,1.0,Like,1,1.0,9,1.3,1.0,0.9,0.975,9
866378,55072,1.0,Like,1,1.0,10,1.3,1.0,0.9,0.975,10
866404,358819,4.0,Like,1,1.0,1,1.3,1.0,0.9,0.975,1
866404,337166,1.0,Like,1,1.0,2,1.3,1.0,0.9,0.975,2
866404,301547,1.0,Like,1,1.0,3,1.3,1.0,0.9,0.975,3
866404,118633,1.0,Neutral,0,1.0,4,1.3,1.0,0.9,0.975,4
866404,39207,1.0,Like,1,1.0,5,1.3,1.0,0.9,0.975,5
866404,69081,1.0,Like,1,1.0,6,1.3,1.0,0.9,0.975,6
866404,143316,1.0,Like,1,1.0,7,1.3,1.0,0.9,0.975,7
866404,256694,1.0,Like,1,1.0,8,1.3,1.0,0.9,0.975,8
866404,97890,1.0,Like,1,1.0,9,1.3,1.0,0.9,0.975,9
866404,55072,1.0,Like,1,1.0,10,1.3,1.0,0.9,0.975,10
866607,358819,4.0,Neutral,0,1.0,1,1.3,1.0,0.8,0.9500000000000001,1
866607,337166,1.0,Like,1,1.0,2,1.3,1.0,0.8,0.9500000000000001,2
866607,301547,1.0,Like,1,1.0,3,1.3,1.0,0.8,0.9500000000000001,3
866607,118633,1.0,Like,1,1.0,4,1.3,1.0,0.8,0.9500000000000001,4
866607,39207,1.0,Like,1,1.0,5,1.3,1.0,0.8,0.9500000000000001,5
866607,69081,1.0,Like,1,1.0,6,1.3,1.0,0.8,0.9500000000000001,6
866607,143316,1.0,Neutral,0,1.0,7,1.3,1.0,0.8,0.9500000000000001,7
866607,256694,1.0,Like,1,1.0,8,1.3,1.0,0.8,0.9500000000000001,8
866607,97890,1.0,Like,1,1.0,9,1.3,1.0,0.8,0.9500000000000001,9
866607,55072,1.0,Like,1,1.0,10,1.3,1.0,0.8,0.9500000000000001,10
866759,358819,4.0,Like,1,1.0,1,1.3,1.0,1.0,1.0,1
866759,39207,1.0,Like,1,1.0,2,1.3,1.0,1.0,1.0,2
866759,143316,1.0,Like,1,1.0,3,1.3,1.0,1.0,1.0,3
866759,256694,1.0,Like,1,1.0,4,1.3,1.0,1.0,1.0,4
866759,97890,1.0,Like,1,1.0,5,1.3,1.0,1.0,1.0,5
866759,55072,1.0,Like,1,1.0,6,1.3,1.0,1.0,1.0,6
866759,311886,1.0,Like,1,1.0,7,1.3,1.0,1.0,1.0,7
866759,380693,1.0,Like,1,1.0,8,1.3,1.0,1.0,1.0,8
866759,202168,1.0,Like,1,1.0,9,1.3,1.0,1.0,1.0,9
866759,296217,1.0,Like,1,1.0,10,1.3,1.0,1.0,1.0,10
866785,358819,4.0,Like,1,1.0,1,1.3,1.0,0.8,0.9500000000000001,1
866785,337166,1.0,Like,1,1.0,2,1.3,1.0,0.8,0.9500000000000001,2
866785,301547,1.0,Like,1,1.0,3,1.3,1.0,0.8,0.9500000000000001,3
866785,118633,1.0,Like,1,1.0,4,1.3,1.0,0.8,0.9500000000000001,4
866785,39207,1.0,Neutral,0,1.0,5,1.3,1.0,0.8,0.9500000000000001,5
866785,69081,1.0,Like,1,1.0,6,1.3,1.0,0.8,0.9500000000000001,6
866785,143316,1.0,Like,1,1.0,7,1.3,1.0,0.8,0.9500000000000001,7
866785,256694,1.0,Neutral,0,1.0,8,1.3,1.0,0.8,0.9500000000000001,8
866785,97890,1.0,Like,1,1.0,9,1.3,1.0,0.8,0.9500000000000001,9
866785,55072,1.0,Like,1,1.0,10,1.3,1.0,0.8,0.9500000000000001,10
866793,358819,4.0,Like,1,1.0,1,1.3,1.0,1.0,1.0,1
866793,337166,1.0,Like,1,1.0,2,1.3,1.0,1.0,1.0,2
866793,301547,1.0,Like,1,1.0,3,1.3,1.0,1.0,1.0,3
866793,118633,1.0,Like,1,1.0,4,1.3,1.0,1.0,1.0,4
866793,39207,1.0,Like,1,1.0,5,1.3,1.0,1.0,1.0,5
866793,69081,1.0,Like,1,1.0,6,1.3,1.0,1.0,1.0,6
866793,143316,1.0,Like,1,1.0,7,1.3,1.0,1.0,1.0,7
866793,256694,1.0,Like,1,1.0,8,1.3,1.0,1.0,1.0,8
866793,97890,1.0,Like,1,1.0,9,1.3,1.0,1.0,1.0,9
866793,55072,1.0,Like,1,1.0,10,1.3,1.0,1.0,1.0,10
866931,264801,2.0,Like,1,1.0,1,1.1,1.0,0.9,0.975,1
866931,233734,1.0,Neutral,0,1.0,2,1.1,1.0,0.9,0.975,2
866931,310318,1.0,Like,1,1.0,3,1.1,1.0,0.9,0.975,3
866931,97890,1.0,Like,1,1.0,4,1.1,1.0,0.9,0.975,4
866931,55072,1.0,Like,1,1.0,5,1.1,1.0,0.9,0.975,5
866931,311886,1.0,Like,1,1.0,6,1.1,1.0,0.9,0.975,6
866931,380693,1.0,Like,1,1.0,7,1.1,1.0,0.9,0.975,7
866931,202168,1.0,Like,1,1.0,8,1.1,1.0,0.9,0.975,8
866931,296217,1.0,Like,1,1.0,9,1.1,1.0,0.9,0.975,9
866931,298545,1.0,Like,1,1.0,10,1.1,1.0,0.9,0.975,10
867755,358819,4.0,Like,1,1.0,1,1.3,1.0,0.9,0.975,1
867755,337166,1.0,Like,1,1.0,2,1.3,1.0,0.9,0.975,2
867755,301547,1.0,Like,1,1.0,3,1.3,1.0,0.9,0.975,3
867755,118633,1.0,Like,1,1.0,4,1.3,1.0,0.9,0.975,4
867755,39207,1.0,Like,1,1.0,5,1.3,1.0,0.9,0.975,5
867755,69081,1.0,Like,1,1.0,6,1.3,1.0,0.9,0.975,6
867755,143316,1.0,Like,1,1.0,7,1.3,1.0,0.9,0.975,7
867755,256694,1.0,Like,1,1.0,8,1.3,1.0,0.9,0.975,8
867755,97890,1.0,Neutral,0,1.0,9,1.3,1.0,0.9,0.975,9
867755,55072,1.0,Like,1,1.0,10,1.3,1.0,0.9,0.975,10
868050,358819,4.0,Like,1,1.0,1,1.3,1.0,0.8,0.9500000000000001,1
868050,337166,1.0,Like,1,1.0,2,1.3,1.0,0.8,0.9500000000000001,2
868050,301547,1.0,Like,1,1.0,3,1.3,1.0,0.8,0.9500000000000001,3
868050,118633,1.0,Like,1,1.0,4,1.3,1.0,0.8,0.9500000000000001,4
868050,39207,1.0,Neutral,0,1.0,5,1.3,1.0,0.8,0.9500000000000001,5
868050,69081,1.0,Like,1,1.0,6,1.3,1.0,0.8,0.9500000000000001,6
868050,143316,1.0,Neutral,0,1.0,7,1.3,1.0,0.8,0.9500000000000001,7
868050,256694,1.0,Like,1,1.0,8,1.3,1.0,0.8,0.9500000000000001,8
868050,97890,1.0,Like,1,1.0,9,1.3,1.0,0.8,0.9500000000000001,9
868050,55072,1.0,Like,1,1.0,10,1.3,1.0,0.8,0.9500000000000001,10
868189,358819,4.0,Like,1,1.0,1,1.3,1.0,0.7,0.9249999999999999,1
868189,39207,1.0,Neutral,0,1.0,2,1.3,1.0,0.7,0.9249999999999999,2
868189,143316,1.0,Like,1,1.0,3,1.3,1.0,0.7,0.9249999999999999,3
868189,256694,1.0,Neutral,0,1.0,4,1.3,1.0,0.7,0.9249999999999999,4
868189,97890,1.0,Like,1,1.0,5,1.3,1.0,0.7,0.9249999999999999,5
868189,55072,1.0,Neutral,0,1.0,6,1.3,1.0,0.7,0.9249999999999999,6
868189,311886,1.0,Like,1,1.0,7,1.3,1.0,0.7,0.9249999999999999,7
868189,380693,1.0,Like,1,1.0,8,1.3,1.0,0.7,0.9249999999999999,8
868189,202168,1.0,Like,1,1.0,9,1.3,1.0,0.7,0.9249999999999999,9
868189,296217,1.0,Like,1,1.0,10,1.3,1.0,0.7,0.9249999999999999,10
868237,358819,4.0,Like,1,1.0,1,1.3,1.0,1.0,1.0,1
868237,408504,1.0,Like,1,1.0,2,1.3,1.0,1.0,1.0,2
868237,10192,1.0,Like,1,1.0,3,1.3,1.0,1.0,1.0,3
868237,118633,1.0,Like,1,1.0,4,1.3,1.0,1.0,1.0,4
868237,39207,1.0,Like,1,1.0,5,1.3,1.0,1.0,1.0,5
868237,143316,1.0,Like,1,1.0,6,1.3,1.0,1.0,1.0,6
868237,256694,1.0,Like,1,1.0,7,1.3,1.0,1.0,1.0,7
868237,97890,1.0,Like,1,1.0,8,1.3,1.0,1.0,1.0,8
868237,55072,1.0,Like,1,1.0,9,1.3,1.0,1.0,1.0,9
868237,311886,1.0,Like,1,1.0,10,1.3,1.0,1.0,1.0,10
868442,358819,4.0,Neutral,0,1.0,1,1.3,1.0,0.9,0.975,1
868442,337166,1.0,Like,1,1.0,2,1.3,1.0,0.9,0.975,2
868442,301547,1.0,Like,1,1.0,3,1.3,1.0,0.9,0.975,3
868442,118633,1.0,Like,1,1.0,4,1.3,1.0,0.9,0.975,4
868442,39207,1.0,Like,1,1.0,5,1.3,1.0,0.9,0.975,5
868442,69081,1.0,Like,1,1.0,6,1.3,1.0,0.9,0.975,6
868442,143316,1.0,Like,1,1.0,7,1.3,1.0,0.9,0.975,7
868442,256694,1.0,Like,1,1.0,8,1.3,1.0,0.9,0.975,8
868442,97890,1.0,Like,1,1.0,9,1.3,1.0,0.9,0.975,9
868442,55072,1.0,Like,1,1.0,10,1.3,1.0,0.9,0.975,10
868463,358819,4.0,Like,1,1.0,1,1.3,1.0,0.7,0.9249999999999999,1
868463,337166,1.0,Like,1,1.0,2,1.3,1.0,0.7,0.9249999999999999,2
868463,301547,1.0,Like,1,1.0,3,1.3,1.0,0.7,0.9249999999999999,3
868463,118633,1.0,Like,1,1.0,4,1.3,1.0,0.7,0.9249999999999999,4
868463,39207,1.0,Like,1,1.0,5,1.3,1.0,0.7,0.9249999999999999,5
868463,69081,1.0,Neutral,0,1.0,6,1.3,1.0,0.7,0.9249999999999999,6
868463,143316,1.0,Like,1,1.0,7,1.3,1.0,0.7,0.9249999999999999,7
868463,256694,1.0,Neutral,0,1.0,8,1.3,1.0,0.7,0.9249999999999999,8
868463,97890,1.0,Neutral,0,1.0,9,1.3,1.0,0.7,0.9249999999999999,9
868463,55072,1.0,Like,1,1.0,10,1.3,1.0,0.7,0.9249999999999999,10
869332,358819,4.0,Like,1,1.0,1,1.3,1.0,1.0,1.0,1
869332,337166,1.0,Like,1,1.0,2,1.3,1.0,1.0,1.0,2
869332,301547,1.0,Like,1,1.0,3,1.3,1.0,1.0,1.0,3
869332,118633,1.0,Like,1,1.0,4,1.3,1.0,1.0,1.0,4
869332,39207,1.0,Like,1,1.0,5,1.3,1.0,1.0,1.0,5
869332,69081,1.0,Like,1,1.0,6,1.3,1.0,1.0,1.0,6
869332,143316,1.0,Like,1,1.0,7,1.3,1.0,1.0,1.0,7
869332,256694,1.0,Like,1,1.0,8,1.3,1.0,1.0,1.0,8
869332,97890,1.0,Like,1,1.0,9,1.3,1.0,1.0,1.0,9
869332,55072,1.0,Like,1,1.0,10,1.3,1.0,1.0,1.0,10
869539,358819,4.0,Like,1,1.0,1,1.3,1.0,0.9,0.975,1
869539,337166,1.0,Like,1,1.0,2,1.3,1.0,0.9,0.975,2
869539,301547,1.0,Like,1,1.0,3,1.3,1.0,0.9,0.975,3
869539,118633,1.0,Like,1,1.0,4,1.3,1.0,0.9,0.975,4
869539,39207,1.0,Like,1,1.0,5,1.3,1.0,0.9,0.975,5
869539,69081,1.0,Neutral,0,1.0,6,1.3,1.0,0.9,0.975,6
869539,143316,1.0,Like,1,1.0,7,1.3,1.0,0.9,0.975,7
869539,256694,1.0,Like,1,1.0,8,1.3,1.0,0.9,0.975,8
869539,97890,1.0,Like,1,1.0,9,1.3,1.0,0.9,0.975,9
869539,55072,1.0,Like,1,1.0,10,1.3,1.0,0.9,0.975,10
869719,358819,4.0,Like,1,1.0,1,1.3,1.0,0.8,0.9500000000000001,1
869719,118633,1.0,Like,1,1.0,2,1.3,1.0,0.8,0.9500000000000001,2
869719,39207,1.0,Like,1,1.0,3,1.3,1.0,0.8,0.9500000000000001,3
869719,143316,1.0,Like,1,1.0,4,1.3,1.0,0.8,0.9500000000000001,4
869719,256694,1.0,Neutral,0,1.0,5,1.3,1.0,0.8,0.9500000000000001,5
869719,97890,1.0,Like,1,1.0,6,1.3,1.0,0.8,0.9500000000000001,6
869719,55072,1.0,Like,1,1.0,7,1.3,1.0,0.8,0.9500000000000001,7
869719,311886,1.0,Like,1,1.0,8,1.3,1.0,0.8,0.9500000000000001,8
869719,380693,1.0,Neutral,0,1.0,9,1.3,1.0,0.8,0.9500000000000001,9
869719,202168,1.0,Like,1,1.0,10,1.3,1.0,0.8,0.9500000000000001,10
869915,358819,4.0,Like,1,1.0,1,1.3,1.0,0.9,0.975,1
869915,337166,1.0,Like,1,1.0,2,1.3,1.0,0.9,0.975,2
869915,301547,1.0,Like,1,1.0,3,1.3,1.0,0.9,0.975,3
869915,118633,1.0,Like,1,1.0,4,1.3,1.0,0.9,0.975,4
869915,39207,1.0,Like,1,1.0,5,1.3,1.0,0.9,0.975,5
869915,69081,1.0,Like,1,1.0,6,1.3,1.0,0.9,0.975,6
869915,143316,1.0,Neutral,0,1.0,7,1.3,1.0,0.9,0.975,7
869915,256694,1.0,Like,1,1.0,8,1.3,1.0,0.9,0.975,8
869915,97890,1.0,Like,1,1.0,9,1.3,1.0,0.9,0.975,9
869915,55072,1.0,Like,1,1.0,10,1.3,1.0,0.9,0.975,10
871570,97890,1.0,Like,1,1.0,1,1.0,1.0,0.8,0.9500000000000001,1
871570,55072,1.0,Like,1,1.0,2,1.0,1.0,0.8,0.9500000000000001,2
871570,311886,1.0,Neutral,0,1.0,3,1.0,1.0,0.8,0.9500000000000001,3
871570,380693,1.0,Like,1,1.0,4,1.0,1.0,0.8,0.9500000000000001,4
871570,202168,1.0,Like,1,1.0,5,1.0,1.0,0.8,0.9500000000000001,5
871570,296217,1.0,Like,1,1.0,6,1.0,1.0,0.8,0.9500000000000001,6
871570,298545,1.0,Like,1,1.0,7,1.0,1.0,0.8,0.9500000000000001,7
871570,69081,1.0,Like,1,1.0,8,1.0,1.0,0.8,0.9500000000000001,8
871570,77298,1.0,Like,1,1.0,9,1.0,1.0,0.8,0.9500000000000001,9
871570,207572,1.0,Neutral,0,1.0,10,1.0,1.0,0.8,0.9500000000000001,10
871635,358819,4.0,Neutral,0,1.0,1,1.3,1.0,0.8,0.9500000000000001,1
871635,337166,1.0,Like,1,1.0,2,1.3,1.0,0.8,0.9500000000000001,2
871635,301547,1.0,Like,1,1.0,3,1.3,1.0,0.8,0.9500000000000001,3
871635,118633,1.0,Like,1,1.0,4,1.3,1.0,0.8,0.9500000000000001,4
871635,39207,1.0,Neutral,0,1.0,5,1.3,1.0,0.8,0.9500000000000001,5
871635,69081,1.0,Like,1,1.0,6,1.3,1.0,0.8,0.9500000000000001,6
871635,143316,1.0,Like,1,1.0,7,1.3,1.0,0.8,0.9500000000000001,7
871635,256694,1.0,Like,1,1.0,8,1.3,1.0,0.8,0.9500000000000001,8
871635,97890,1.0,Like,1,1.0,9,1.3,1.0,0.8,0.9500000000000001,9
871635,55072,1.0,Like,1,1.0,10,1.3,1.0,0.8,0.9500000000000001,10
871816,358819,4.0,Like,1,1.0,1,1.3,1.0,1.0,1.0,1
871816,337166,1.0,Like,1,1.0,2,1.3,1.0,1.0,1.0,2
871816,301547,1.0,Like,1,1.0,3,1.3,1.0,1.0,1.0,3
871816,118633,1.0,Like,1,1.0,4,1.3,1.0,1.0,1.0,4
871816,39207,1.0,Like,1,1.0,5,1.3,1.0,1.0,1.0,5
871816,69081,1.0,Like,1,1.0,6,1.3,1.0,1.0,1.0,6
871816,143316,1.0,Like,1,1.0,7,1.3,1.0,1.0,1.0,7
871816,256694,1.0,Like,1,1.0,8,1.3,1.0,1.0,1.0,8
871816,97890,1.0,Like,1,1.0,9,1.3,1.0,1.0,1.0,9
871816,55072,1.0,Like,1,1.0,10,1.3,1.0,1.0,1.0,10
872039,358819,4.0,Like,1,1.0,1,1.4,1.0,0.7,0.9249999999999999,1
872039,400188,2.0,Like,1,1.0,2,1.4,1.0,0.7,0.9249999999999999,2
872039,39207,1.0,Like,1,1.0,3,1.4,1.0,0.7,0.9249999999999999,3
872039,257975,1.0,Like,1,1.0,4,1.4,1.0,0.7,0.9249999999999999,4
872039,143316,1.0,Neutral,0,1.0,5,1.4,1.0,0.7,0.9249999999999999,5
872039,256694,1.0,Like,1,1.0,6,1.4,1.0,0.7,0.9249999999999999,6
872039,97890,1.0,Neutral,0,1.0,7,1.4,1.0,0.7,0.9249999999999999,7
872039,55072,1.0,Like,1,1.0,8,1.4,1.0,0.7,0.9249999999999999,8
872039,311886,1.0,Like,1,1.0,9,1.4,1.0,0.7,0.9249999999999999,9
872039,380693,1.0,Neutral,0,1.0,10,1.4,1.0,0.7,0.9249999999999999,10
872112,358819,4.0,Like,1,1.0,1,1.3,1.0,1.0,1.0,1
872112,462945,1.0,Like,1,1.0,2,1.3,1.0,1.0,1.0,2
872112,39207,1.0,Like,1,1.0,3,1.3,1.0,1.0,1.0,3
872112,143316,1.0,Like,1,1.0,4,1.3,1.0,1.0,1.0,4
872112,256694,1.0,Like,1,1.0,5,1.3,1.0,1.0,1.0,5
872112,97890,1.0,Like,1,1.0,6,1.3,1.0,1.0,1.0,6
872112,55072,1.0,Like,1,1.0,7,1.3,1.0,1.0,1.0,7
872112,311886,1.0,Like,1,1.0,8,1.3,1.0,1.0,1.0,8
872112,380693,1.0,Like,1,1.0,9,1.3,1.0,1.0,1.0,9
872112,202168,1.0,Like,1,1.0,10,1.3,1.0,1.0,1.0,10
872847,119736,91.0,Neutral,0,1.0,1,34.2,1.0,0.7,0.9249999999999999,1
872847,409804,35.0,Like,1,1.0,2,34.2,1.0,0.7,0.9249999999999999,2
872847,213834,34.0,Like,1,1.0,3,34.2,1.0,0.7,0.9249999999999999,3
872847,439963,32.0,Like,1,1.0,4,34.2,1.0,0.7,0.9249999999999999,4
872847,355994,30.0,Like,1,1.0,5,34.2,1.0,0.7,0.9249999999999999,5
872847,235559,27.0,Like,1,1.0,6,34.2,1.0,0.7,0.9249999999999999,6
872847,65021,25.0,Neutral,0,1.0,7,34.2,1.0,0.7,0.9249999999999999,7
872847,338395,25.0,Like,1,1.0,8,34.2,1.0,0.7,0.9249999999999999,8
872847,282385,22.0,Like,1,1.0,9,34.2,1.0,0.7,0.9249999999999999,9
872847,442725,21.0,Neutral,0,1.0,10,34.2,1.0,0.7,0.9249999999999999,10
873276,358819,4.0,Neutral,0,1.0,1,1.3,1.0,0.9,0.975,1
873276,337166,1.0,Like,1,1.0,2,1.3,1.0,0.9,0.975,2
873276,301547,1.0,Like,1,1.0,3,1.3,1.0,0.9,0.975,3
873276,118633,1.0,Like,1,1.0,4,1.3,1.0,0.9,0.975,4
873276,39207,1.0,Like,1,1.0,5,1.3,1.0,0.9,0.975,5
873276,69081,1.0,Like,1,1.0,6,1.3,1.0,0.9,0.975,6
873276,143316,1.0,Like,1,1.0,7,1.3,1.0,0.9,0.975,7
873276,256694,1.0,Like,1,1.0,8,1.3,1.0,0.9,0.975,8
873276,97890,1.0,Like,1,1.0,9,1.3,1.0,0.9,0.975,9
